GA_Id,Name,YE_Id,Comment,Filename,FileToRun,FilenameIndex,ScrnshotFilename,MU_Id,GE_Id,PU_Id,DI_Id,CR_Id,SidFilename,DateLastPlayed,TimesPlayed,CCode,HighScore,FA,SA,Fav,PR_Id,LA_Id,Extras,Classic,Rating,V_LoadingScreen,V_HighScoreSaver,V_IncludedDocs,V_PalNTSC,V_TrueDriveEmu,V_Length,V_Trainers,PlayersFrom,PlayersTo,PlayersSim,V_Comment,Adult,MemoText,Prequel,Sequel,Related,Control,CRC,Filesize,Version,Gemus,V_LengthType
17084,"Hang 1K",42,"Minigame Competition 2002","h\HANG1K_17084_01.zip","",0,"H\Hang_1K.png",39,156,1889,8,7,"","",0,4,"",0,0,0,3135,2,0,0,0,0,0,0,3,0,5,0,1,1,0,"",0,"http://www.cling.gu.se/~cl3polof/minigame/",0,0,0,2,"",0,1,"",0
17086,"Stickybear Math II",26,"","s3\STICKYM2_17086_01.zip","",0,"S\Stickybear_Math_II.png",38,115,2459,8,7,"","",0,4,"",0,0,0,4911,2,1,0,0,1,0,0,3,0,1,0,1,1,0,"",0,"Keyboard controls:
------------------
CTRL+C = Teacher/Parent option from welcome screen
CTRL+R = To Report Card from Welcome Screen
RETURN = To start playing from welcome screen
CTRL+Z = To end a session and record score
CTRL+Q = To turn off sounc",15121,0,0,0,"",0,1,"",1
17087,"Evolution",23,"from the book ""Sixty Programs for the Commodore 64""","e\EVOLUTN2_17087_01.zip","",0,"E\Evolution_v2.png",39,171,2654,8,7,"","",0,4,"",0,0,0,6690,2,1,0,0,0,0,0,1,0,52,0,1,1,0,"3 separate parts",0,"",0,0,0,2,"",0,1,"",0
17088,"Battleships",23,"from the book ""Sixty Programs for the Commodore 64""","b1\BATTLSH2_17088_01.zip","",0,"B\Battleships_v2.png",39,204,2654,8,7,"","",0,4,"",0,0,0,59,2,1,0,0,0,0,0,1,0,18,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17089,"Scuba",23,"from the book ""Sixty Programs for the Commodore 64""","s1\SCUBA_17089_01.zip","",0,"S\Scuba.png",39,2,2654,8,7,"","",0,4,"",0,0,0,1876,2,1,0,0,0,0,0,1,0,40,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17090,"Blitz",23,"from the book ""Sixty Programs for the Commodore 64""","b1\BLITZ3_17090_01.zip","",0,"B\Blitz_v3.png",39,5,2654,8,7,"","",0,4,"",0,0,0,1876,2,1,0,0,0,0,0,1,0,15,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17091,"Historycross",23,"from the book ""Sixty Programs for the Commodore 64""","h\HISTORYC_17091_01.zip","",0,"H\Historycross.png",39,49,2654,8,7,"","",0,4,"",0,0,0,1876,2,1,0,0,0,0,0,1,0,43,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17092,"Countabout",23,"from the book ""Sixty Programs for the Commodore 64""","c2\COUNTABT_17092_01.zip","",0,"C\Countabout.png",39,115,2654,8,7,"","",0,4,"",0,0,0,1876,2,1,0,0,0,0,0,1,0,13,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17093,"Galaxians",23,"from the book ""Sixty Programs for the Commodore 64""","g\GALAXNS_17093_01.zip","",0,"S\Galaxians.png",39,9,2654,8,7,"","",0,4,"",0,0,0,1,2,1,0,0,0,0,0,1,0,13,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17094,"Deadlock [Preview]",30,"","d1\DEADLCK-_17094_01.zip","",0,"D\Deadlock_[Preview].png",39,101,3161,8,30,"","",0,4,"",0,0,0,1,2,0,0,0,0,0,1,3,0,570,1,1,1,0,"4 versions (v0.09 / v0.08 / v0.07 / v0.04)",0,"",0,0,0,0,"",0,1,"",0
17096,"Kill Him [Preview]",1,"","k\KILLHIM-_17096_01.zip","",0,"K\Kill_Him_[Preview].png",842,4,883,8,30,"MUSICIANS\M\Marcy\Its_Light.sid","",0,4,"",0,0,0,1,29,0,0,0,0,0,0,3,0,47,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17097,"Pang C64 [Preview]",30,"","p1\PANGC64-_17097_01.zip","",0,"P\Pang_C64_[Preview].png",3924,2,883,8,30,"","",0,4,"",0,0,0,91,2,0,0,0,0,0,0,1,0,68,0,2,2,1,"version 1.0",0,"",0,0,0,0,"",0,1,"",0
17098,"Gorilla Panic",34,"","g\GORILLAP_17098_01.zip","",0,"G\Gorilla_Panic.png",39,11,2874,8,7,"","",0,4,"",0,0,0,6601,2,0,0,0,0,0,0,3,0,39,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17099,"Stephan's World",35,"","s3\STEPHANS_17099_01.zip","",0,"S\Stephan's_World.png",39,2,2874,8,7,"","",0,4,"",0,0,0,6601,2,0,0,0,0,0,1,3,0,35,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17100,"Little Muck",5,"","l\LITTLEMU_17100_01.zip","",0,"L\Little_Muck.png",39,11,2874,8,7,"","",0,4,"",0,0,0,6601,2,0,0,0,0,0,0,3,0,26,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17101,"Crosca",35,"","c2\CROSCA_17101_01.zip","",0,"C\Crosca.png",39,2,2874,8,7,"","",0,4,"",0,0,0,6601,2,0,0,0,0,0,0,3,0,54,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17102,"Leaderman",33,"","l\LEADERMN_17102_01.zip","",0,"L\Leaderman.png",39,11,2874,8,7,"","",0,4,"",0,0,0,6601,2,0,0,0,0,0,1,3,0,49,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17103,"Dr. Barry's Cave",35,"","d2\DRBARRYS_17103_01.zip","",0,"D\Dr._Barry's_Cave.png",39,2,2874,8,7,"","",0,4,"",0,0,0,6601,2,0,0,0,0,0,0,3,0,36,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17104,"Tommy's Island",35,"","t2\TOMMYSI1_17104_01.zip","",0,"T\Tommy's_Island.png",39,2,2874,8,7,"","",0,4,"",0,0,0,6601,2,0,0,0,0,0,0,3,0,34,0,1,1,0,"",0,"",0,17361,0,0,"",0,1,"",0
17105,"Eier retten",33,"","e\EIERRETT_17105_01.zip","",0,"E\Eier_retten.png",39,2,2874,8,7,"","",0,4,"",0,0,0,6601,3,0,0,0,0,0,0,3,0,22,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17106,"Springball",33,"","s2\SPRINGBA_17106_01.zip","",0,"S\Springball.png",39,2,2874,8,7,"","",0,4,"",0,0,0,6601,3,0,0,0,0,0,0,3,0,20,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17107,"Nessie",33,"","n\NESSIE2_17107_01.zip","",0,"N\Nessie_v2.png",39,5,2874,8,7,"","",0,4,"",0,0,0,6601,3,0,0,0,0,0,0,3,0,19,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17108,"Spinne und Fliege",33,"","s2\SPINNEFL_17108_01.zip","",0,"S\Spinne_und_Fliege.png",39,2,2874,8,7,"","",0,4,"",0,0,0,6601,3,0,0,0,0,0,0,3,0,19,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17109,"Schluckmann",33,"","s1\SCHLUCKM_17109_01.zip","",0,"S\Schluckmann.png",39,55,2874,8,7,"","",0,4,"",0,0,0,6601,3,0,0,0,0,0,0,3,0,22,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17110,"Spurfalle",5,"","s2\SPURFALL_17110_01.zip","",0,"S\Spurfalle.png",39,58,2874,8,7,"","",0,4,"",0,0,0,6601,3,0,0,0,0,0,0,3,0,17,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17111,"17 und 4",5,"","0\17UND4_17111_01.zip","",0,"0\17_und_4.png",39,187,2874,8,7,"","",0,4,"",0,0,0,6601,3,0,0,0,0,0,0,3,0,17,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17112,"Ausbruch",5,"","a2\AUSBRUCH_17112_01.zip","",0,"A\Ausbruch.png",39,44,2874,8,7,"","",0,4,"",0,0,0,6601,3,0,0,0,0,0,0,3,0,26,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17113,"Horror Hotel",4,"","h\HORRORHO_17113_01.zip","",0,"H\Horror_Hotel.png",268,96,97,8,7,"","",0,4,"",0,0,0,136,7,0,0,0,0,0,0,3,0,97,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17114,"Enigma [Preview]",7,"","e\ENIGMA-_17114_01.zip","",0,"E\Enigma_[Preview].png",38,88,1889,8,7,"","",0,4,"",0,0,0,6614,3,0,0,0,1,0,0,3,0,309,0,1,1,0,"",0,"http://stefan.schauf.bei.t-online.de/",0,0,0,2,"",0,1,"",0
17115,"Faulty Towers",25,"","","",0,"",38,1,2671,8,8,"","",0,4,"",0,0,0,1,2,1,0,0,0,0,0,3,0,0,-1,-1,-1,0,"",0,"",0,0,0,0,"",0,1,"",0
17116,"Squeezy",25,"Your 64 No.11 1985/07","s2\SQUEEZY_17116_01.zip","",0,"S\Squeezy.png",39,2,2878,8,7,"","",0,4,"",0,0,0,1563,2,1,0,0,1,0,0,1,0,45,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17117,"Hot Dog",25,"Your 64 No.13 1985/09","h\HOTDOG_17117_02.zip","",0,"H\Hot_Dog.png",39,5,2878,8,1499,"","",0,4,"",0,0,0,1563,2,1,0,0,0,0,0,1,0,38,0,1,1,0,"not 100% - lines 4200... missing in the 2nd part listing (see line 4000)",0,"line 74 should not finish with a comma,
line 97 has data ,165, instead of ,169,
97 data88,96,120,169,49,141,20,3,(169),234,141,21,3,88

in part 2 at least line 4200 is missing from the magazine listing.
see line 4000 (gosub4200)

a new line 4200 was added to show ketchup bottle zapped bonus.
get 18 in a row without loosing a life for level up.
",0,0,0,0,"",0,2,"",0
17118,"Split",25,"Your Commodore 1985/12 / a.k.a. ""Toy Trouble"" in magazine","s2\SPLIT_17118_01.zip","",0,"S\Split.png",39,5,1369,8,7,"","",0,4,"",0,0,0,1563,2,1,0,0,0,0,0,3,0,41,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17119,"Froggy",26,"Your Commodore 1986/01 - Your Commodore 1986/08","","",0,"",38,1,1369,8,8,"","",0,4,"",0,0,0,2283,2,1,0,0,0,0,0,3,0,0,-1,-1,-1,0,"",0,"",0,0,0,0,"",0,1,"",0
17120,"Spike",26,"Your Commodore 1986/02","s2\SPIKE_17120_01.zip","",0,"S\Spike_v2.png",3786,205,1369,8,7,"","",0,4,"",0,0,0,6615,2,1,0,0,0,0,1,1,0,42,0,1,1,0,"",0,"Shame on ""Shane Stevens"" who submitted the game originally programmed by ""Eric Brandon"" as his own and became programmer of the year!",0,0,7209,0,"",0,1,"",0
17121,"Kung Fu Masters",26,"Your Commodore 1986/03","k\KUNGFUMA_17121_01.zip","",0,"K\Kung_Fu_Masters.png",3609,33,1369,8,7,"","",0,4,"",0,0,0,4076,2,1,0,0,0,0,0,3,0,58,0,1,1,0,"",0,"if you want to practice later levels
press run stop on title screen then type..
s=X (X = level number 1 to 5)
cont (return)
",0,0,0,0,"",0,1,"",0
17122,"Grid Search",26,"Your Commodore 1986/03","","",0,"",38,1,1369,8,8,"","",0,4,"",0,0,0,2802,2,1,0,0,0,0,0,3,0,0,-1,-1,-1,0,"",0,"",0,0,0,0,"",0,1,"",0
17123,"Polar Pete",26,"Your Commodore 1986/05","p2\POLARPET_17123_01.zip","",0,"P\Polar_Pete.png",3518,2,1369,8,7,"","",0,4,"",0,0,0,1495,2,1,0,0,0,0,0,3,0,41,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17124,"Lunar Ordeal",26,"Your Commodore 1986/07","l\LUNARORD_17124_01.zip","",0,"L\Lunar_Ordeal.png",39,198,1369,8,7,"","",0,4,"",0,0,0,6617,2,1,0,0,0,0,0,1,0,32,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17125,"Suicide Run",27,"Your Commodore 1987/07","s3\SUICIDER_17125_01.zip","",0,"S\Suicide_Run.png",3785,6,1369,8,7,"","",0,4,"",0,0,0,3798,2,1,0,0,0,0,0,3,0,83,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17126,"Number Tumble",27,"Your Commodore 1987/11","","",0,"N\Number_Tumble.jpg",38,1,1369,8,8,"","",0,4,"",0,0,0,6619,2,1,0,0,0,0,0,3,0,0,-1,-1,-1,0,"",0,"",0,0,0,0,"",0,1,"",0
17127,"Geheim van de drie burchten, Het",1,"","g\GEHEIM3B_17127_01.zip","",0,"G\Het_Geheim_van_de_drie_burchten.png",38,88,37,8,1493,"","",0,4,"",0,0,0,6847,7,0,0,0,0,0,0,3,0,54,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17128,"IT Adventure",2,"","i\ITADVENT_17128_01.zip","",0,"I\IT_Adventure.png",39,88,37,8,7,"","",0,4,"",0,0,0,6621,7,0,0,0,0,0,0,3,0,35,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17129,"Aliard's Tome",24,"a.k.a. ""Quest for the Ancient Tome of Aliard""","a1\ALIARDST_17129_01.zip","",0,"A\Aliard's_Tome.png",39,88,481,8,59,"","",0,4,"",0,0,0,7114,2,0,0,0,0,0,1,1,0,60,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17130,"Road Rally USA",25,"","r\ROADRUSA_17130_01.zip","",0,"R\Road_Rally_USA.png",39,49,2880,8,7,"","",0,4,"",0,0,0,4447,2,1,0,0,0,0,0,1,0,1,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",1
17132,"It Came on Six Disks!",44,"Commodore 64 Crap Game Compo 2004 (C64CGC)","i\ICOSD0_17132_01.zip","ICOSD0.D64",0,"I\It_Came_on_Six_Disks!.png",39,48,1889,8,7,"","",0,4,"",0,0,0,6596,2,0,0,0,0,0,0,1,0,7,0,1,1,0,"",0,"http://www.cosine.org.uk/c64cgc",0,0,0,2,"",0,1,"",1
17133,"Contract Bridge",24,"","c2\CONTRBR2_17133_01.zip","",0,"C\Contract_Bridge_v2.png",39,184,2881,8,7,"","",0,4,"",0,0,0,6625,2,1,0,0,0,0,0,3,0,103,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17134,"Riding the Boards",25,"","r\RIDINGTB_17134_01.zip","",0,"R\Riding_the_Boards.png",39,19,2882,8,7,"","",0,4,"",0,0,0,6626,2,1,0,0,0,0,0,3,0,119,0,-1,-1,0,"2 separate parts",0,"",0,0,0,0,"",0,1,"",0
17135,"Tie-Break",29,"","t1\TIEBREAK_17135_02.zip","",0,"T\Tie-Break.png",170,38,581,8,170,"MUSICIANS\H\Hartwig_Stefan\Tie-break.sid","",0,4,"",0,0,0,6114,2,1,0,0,1,0,1,3,0,202,3,1,1,0,"",0,"",0,0,7929,1,"",0,2,"",0
17137,"Strobe [Preview]",30,"","s3\STROBE-_17137_01.zip","",0,"S\Strobe_[Preview].png",440,50,3179,8,30,"","",0,4,"",0,0,0,3664,2,0,0,0,0,0,0,3,0,94,0,0,0,0,"",0,"",0,0,0,2,"",0,1,"",0
17138,"Super Starforce",34,"","s3\SUPERSTF_17138_01.zip","",0,"S\Super_Starforce.png",38,9,883,8,30,"","",0,4,"",0,0,0,6632,2,0,0,0,0,0,0,3,0,168,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17139,"Dragon and the Troll, The",27,"","d2\DRAGONAT_17139_01.zip","",0,"D\The_Dragon_and_the_Troll.png",39,88,1889,8,7,"","",0,4,"",0,0,0,989,2,0,0,0,0,0,0,1,0,9,0,1,1,0,"",0,"",0,0,17271,2,"",0,1,"",0
17140,"Garfield",27,"","g\GARFIELD_17140_01.zip","",0,"G\Garfield.png",39,88,1889,8,7,"","",0,4,"",0,0,0,6633,2,0,0,0,0,0,0,1,0,8,0,1,1,0,"",0,"",0,0,17269,2,"",0,1,"",0
17141,"Smurfs, The - Silent Version",27,"","s2\SMURFSSV_17141_01.zip","",0,"S\The_Smurfs_-_Silent_Version.png",39,88,1889,8,7,"","",0,4,"",0,0,0,6633,2,0,0,0,0,0,0,1,0,8,0,1,1,0,"",0,"",0,0,17273,2,"",0,1,"",0
17142,"Wordhunt [Preview]",35,"","w\WORDHUN-_17142_01.zip","",0,"W\Wordhunt_[Preview].png",2593,50,883,8,30,"MUSICIANS\I\Image\Image-ination_3.sid","",0,4,"",0,0,0,6635,2,0,0,0,0,0,0,3,0,61,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17143,"Space Trooper",4,"","s2\SPACETRO_17143_01.zip","",0,"S\Space_Trooper.png",38,92,213,8,59,"","",0,4,"",0,0,0,1,2,1,0,0,0,0,1,3,0,102,0,1,1,0,"",0,"",0,0,6451,0,"",0,1,"",0
17144,"Futuristic Troll Simulator",44,"Commodore 64 Crap Game Compo 2004 (C64CGC)","f\FUTTROLL_17144_01.zip","",0,"F\Futuristic_Troll_Simulator.png",39,48,1889,8,7,"","",0,4,"",0,0,0,6469,2,1,0,0,0,0,0,3,0,27,0,1,1,0,"use VICE",0,"http://www.cosine.org.uk/c64cgc",0,0,0,2,"",0,1,"",0
17145,"Mickey & the Blot",27,"","m2\MICKEYAB_17145_01.zip","",0,"M\Mickey_and_the_Blot.png",39,88,1889,8,7,"","",0,4,"",0,0,0,6636,2,0,0,0,0,0,0,1,0,9,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17146,"Mini-flykten",27,"","m2\MINIFLYK_17146_01.zip","",0,"M\Mini-Flykten.png",39,88,1889,8,7,"","",0,4,"",0,0,0,6636,21,0,0,0,0,0,1,2,0,10,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
17147,"Mr. Pixel's Cartoon Kit",25,"","m2\MRPIXEL_17147_01.zip","",0,"M\Mr._Pixel's_Cartoon_Kit.png",39,49,261,8,7,"","",0,4,"",0,0,0,6638,2,1,0,0,1,0,0,3,1,1,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",1
17148,"Moonbase",25,"Commodore User 1985/07","m2\MOONBAS3_17148_01.zip","",0,"M\Moonbase_v3.png",39,1,2641,8,7,"","",0,4,"",0,0,0,6642,2,1,0,0,0,0,0,3,0,17,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
17149,"Soccer Shoot-Out",26,"Commodore User 1986/02 / no definite name, called ""Penalty Shoot-Out"" in the magazine","s2\SOCCERSO_17149_01.zip","",0,"S\Soccer_Shoot-Out.png",39,32,2641,8,7,"","",0,4,"",0,0,0,6641,2,1,0,0,0,0,0,3,1,20,0,2,2,1,"",0,"",0,0,0,0,"",0,1,"",0
17150,"Oberonin Iuolat",25,"","","",0,"",39,2,97,8,8,"","",0,4,"",0,0,0,90,10,1,0,0,0,0,0,3,0,0,-1,1,1,0,"",0,"",0,0,3305,0,"",0,1,"",0
17151,"Liikennepeli",25,"","","",0,"",264,49,97,8,8,"MUSICIANS\K\Kramer_Cees\Verkeersrally.sid","",0,4,"",0,0,0,90,10,1,0,0,0,0,0,3,0,0,-1,1,1,0,"",0,"",0,0,8079,0,"",0,1,"",0
17152,"Mondiali '86",26,"includes replay-option and day or night option","m2\MONDI86B_17152_01.zip","",0,"M\Mondiali_'86.png",38,32,39,8,7,"","",0,4,"",0,0,0,77,5,0,0,0,1,0,0,3,0,123,0,1,2,1,"",0,"at loading screen press D for day or N for night ",0,0,8422,0,"",0,1,"",0
17153,"Mondiali",2,"Calcio & Totocalcio","m2\MONDIALI_17153_01.zip","",0,"M\Mondiali.png",56,32,2618,8,7,"MUSICIANS\L\Lieblich_Russell\Fighting_Soccer.sid","",0,4,"",0,0,0,1790,5,0,0,0,0,0,0,3,0,192,0,1,2,1,"",0,"",0,0,2725,0,"",0,1,"",0
17154,"Electric Crayon Deluxe, The - Teenage Mutants Hero Turtles World Tour",30,"","e\TURTLEWT_17154_01.zip","",0,"M\The_Electric_Crayon_Deluxe.png",39,49,2885,8,1184,"","",0,4,"",0,0,0,6256,2,0,0,0,0,0,0,3,0,534,0,1,1,0,"version 3.0",0,"",0,0,0,0,"",0,1,"",0
17155,"Create with Garfield! - Deluxe Edition",27,"","c2\CREATEG0_17155_01.zip","CREATEG0.D64",0,"C\Create_with_Garfield!_-_Deluxe_Edition.png",2037,49,2278,8,1293,"","",0,4,"",0,0,0,4612,2,0,0,0,1,0,0,3,0,2,0,1,1,0,"",0,"",17156,0,0,2,"",0,1,"",1
17156,"Create with Garfield!",26,"","c2\CREATEWG_17156_01.zip","",0,"C\Create_with_Garfield!.png",2037,49,2278,8,7,"","",0,4,"",0,0,0,4612,2,1,0,0,1,0,0,3,0,633,0,1,1,0,"",0,"",0,17155,0,2,"",0,1,"",0
17157,"Teddy Bear-rels of Fun",27,"","t1\TEDDYBEA_17157_01.zip","",0,"T\Teddy_Bear-rels_of_Fun.png",2037,49,2278,8,7,"","",0,4,"",0,0,0,4612,2,0,0,0,1,0,0,3,0,1,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",1
17158,"B-Venture",44,"Minigame Competition 2004 - 4K Category","b2\BVENTURE_17158_01.zip","",0,"B\B-Venture.png",39,88,1889,8,7,"","",0,4,"",0,0,0,6449,2,1,0,0,0,0,0,3,0,12,0,1,1,0,"",0,"http://starbase.globalpc.net/minidir/index.html",0,0,0,2,"",0,1,"",0
17159,"Little Sara Sister",44,"Minigame Competition 2004 - 4K Category","l\LITTLES1_17159_01.zip","",0,"L\Little_Sara_Sister.png",894,13,1889,8,1356,"MUSICIANS\L\Luca\Little_Sara_Sister.sid","",0,4,"",0,0,0,5526,2,1,0,0,0,0,0,3,0,24,4,1,1,0,"",0,"http://starbase.globalpc.net/minidir/index.html",0,19805,0,0,"",0,1,"",0
17160,"Sub Destroyer",44,"Minigame Competition 2004 - 4K Category","s3\SUBDESTR_17160_01.zip","",0,"S\Sub_Destroyer.png",39,5,1889,8,7,"","",0,4,"",0,0,0,5276,2,1,0,0,0,0,0,3,0,17,0,1,1,0,"",0,"http://starbase.globalpc.net/minidir/index.html",0,0,0,0,"",0,1,"",0
17161,"Abducted",44,"Minigame Competition 2004 - 4K Category","a1\ABDUCTED_17161_01.zip","",0,"A\Abducted.png",39,2,1889,8,7,"","",0,4,"",0,0,0,2278,2,1,0,0,0,0,0,3,0,15,0,1,1,0,"",0,"http://starbase.globalpc.net/minidir/index.html",0,0,0,0,"",0,1,"",0
17162,"Card Sharks",44,"Minigame Competition 2004 - 4K Category","c1\CARDSHRK_17162_01.zip","",0,"C\Card_Sharks_v2.png",39,5,1889,8,7,"","",0,4,"",0,0,0,2104,2,1,0,0,0,0,0,3,0,6,0,1,1,0,"",0,"http://starbase.globalpc.net/minidir/index.html",0,0,0,0,"",0,1,"",0
17163,"Golden Edition 01",42,"","g\GOLDEN01_17163_02.zip","",0,"G\Golden_Edition_01.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,627,0,1,2,0,"",0,"",0,17164,0,1,"",0,2,"",0
17164,"Golden Edition 02",42,"","g\GOLDEN02_17164_02.zip","",0,"G\Golden_Edition_02.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,627,0,1,2,0,"",0,"",17163,17165,0,1,"",0,2,"",0
17165,"Golden Edition 03",42,"","g\GOLDEN03_17165_02.zip","",0,"G\Golden_Edition_03.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,625,0,1,2,0,"",0,"",17164,17166,0,1,"",0,2,"",0
17166,"Golden Edition 04",42,"","g\GOLDEN04_17166_02.zip","",0,"G\Golden_Edition_04.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,627,0,1,2,0,"",0,"",17165,17167,0,1,"",0,2,"",0
17167,"Golden Edition 05",42,"","g\GOLDEN05_17167_02.zip","",0,"G\Golden_Edition_05.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,626,0,1,2,0,"",0,"",17166,17168,0,1,"",0,2,"",0
17168,"Golden Edition 06",42,"","g\GOLDEN06_17168_02.zip","",0,"G\Golden_Edition_06.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,625,0,1,2,0,"",0,"",17167,17169,0,1,"",0,2,"",0
17169,"Golden Edition 07",42,"","g\GOLDEN07_17169_02.zip","",0,"G\Golden_Edition_07.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,626,0,1,2,0,"",0,"",17168,17170,0,1,"",0,2,"",0
17170,"Golden Edition 08",42,"","g\GOLDEN08_17170_02.zip","",0,"G\Golden_Edition_08.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,626,0,1,2,0,"",0,"",17169,17171,0,1,"",0,2,"",0
17171,"Golden Edition 09",42,"","g\GOLDEN09_17171_02.zip","",0,"G\Golden_Edition_09.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,624,0,1,2,0,"",0,"",17170,17172,0,1,"",0,2,"",0
17172,"Golden Edition 10",42,"","g\GOLDEN10_17172_02.zip","",0,"G\Golden_Edition_10.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,626,0,1,2,0,"",0,"",17171,17173,0,1,"",0,2,"",0
17173,"Golden Edition 11",42,"","g\GOLDEN11_17173_02.zip","",0,"G\Golden_Edition_11.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,626,0,1,2,0,"",0,"",17172,17174,0,1,"",0,2,"",0
17174,"Golden Edition 12",42,"","g\GOLDEN12_17174_02.zip","",0,"G\Golden_Edition_12.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,2,0,0,0,0,1,0,3,0,626,0,1,2,0,"",0,"",17173,0,0,1,"",0,2,"",0
17175,"Schaikdash 12",43,"","s1\SCHAIK12_17175_01.zip","",0,"S\Schaikdash_12.png",114,54,39,8,7,"","",0,4,"",0,0,0,5336,2,0,0,0,0,1,0,3,0,124,0,1,2,0,"",0,"",16073,17439,0,1,"",0,1,"",0
17176,"Golden Boulder - Who Dares Wins 01",43,"","g\GBWDW01_17176_01.zip","",0,"G\Golden_Boulder_-_Who_Dares_Wins_01.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,8,0,0,0,0,1,0,3,0,77,0,1,2,0,"",0,"",0,17177,18443,1,"",0,1,"",0
17177,"Golden Boulder - Who Dares Wins 02",43,"","g\GBWDW02_17177_01.zip","",0,"G\Golden_Boulder_-_Who_Dares_Wins_02.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,8,0,0,0,0,1,0,3,0,78,0,1,2,0,"",0,"",17176,17178,0,1,"",0,1,"",0
17178,"Golden Boulder - Who Dares Wins 03",43,"","g\GBWDW03_17178_01.zip","",0,"G\Golden_Boulder_-_Who_Dares_Wins_03.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,8,0,0,0,0,1,0,3,0,78,0,1,2,0,"",0,"",17177,17179,0,1,"",0,1,"",0
17179,"Golden Boulder - Who Dares Wins 04",43,"","g\GBWDW04_17179_01.zip","",0,"G\Golden_Boulder_-_Who_Dares_Wins_04.png",114,54,39,8,7,"","",0,4,"",0,0,0,6646,8,0,0,0,0,1,0,3,0,74,0,1,2,0,"",0,"",17178,17180,0,1,"",0,1,"",0
